0.000000000000000e+000	-4.605936e-001
3.785714285715396e-005	-4.634059e-001
7.571428571430793e-005	-4.658016e-001
1.135714285714619e-004	-4.677808e-001
1.514285714286159e-004	-4.693434e-001
1.892857142857698e-004	-4.704895e-001
2.271428571429238e-004	-4.712191e-001
2.650000000000777e-004	-4.715321e-001
2.750000000000807e-004	-4.715336e-001
2.950000000000869e-004	-4.714418e-001
3.192857142858086e-004	-4.711642e-001
3.435714285715304e-004	-4.706916e-001
3.678571428572520e-004	-4.700242e-001
3.921428571429738e-004	-4.691618e-001
4.164285714286955e-004	-4.681044e-001
4.407142857144172e-004	-4.668522e-001
4.650000000001389e-004	-4.654050e-001
4.850000000001450e-004	-4.640579e-001
5.364285714287323e-004	-4.599893e-001
5.878571428573194e-004	-4.549636e-001
6.392857142859066e-004	-4.489810e-001
6.907142857144938e-004	-4.420413e-001
7.421428571430810e-004	-4.341447e-001
7.935714285716683e-004	-4.252910e-001
8.450000000002553e-004	-4.154804e-001
8.921428571431268e-004	-4.055963e-001
9.392857142859985e-004	-3.948753e-001
9.864285714288701e-004	-3.833174e-001
1.033571428571742e-003	-3.709226e-001
1.080714285714613e-003	-3.576909e-001
1.127857142857485e-003	-3.436224e-001
1.175000000000356e-003	-3.287169e-001
1.185000000000359e-003	-3.254486e-001
1.205000000000366e-003	-3.188001e-001
1.242142857143234e-003	-3.060473e-001
1.279285714286103e-003	-2.927948e-001
1.316428571428971e-003	-2.790424e-001
1.353571428571840e-003	-2.647902e-001
1.390714285714708e-003	-2.500383e-001
1.427857142857577e-003	-2.347865e-001
1.465000000000445e-003	-2.190350e-001
1.475000000000448e-003	-2.147151e-001
1.495000000000454e-003	-2.059713e-001
1.545000000000470e-003	-1.834537e-001
1.595000000000485e-003	-1.601495e-001
1.645000000000500e-003	-1.360585e-001
1.695000000000516e-003	-1.111809e-001
1.745000000000531e-003	-8.551653e-002
1.795000000000546e-003	-5.906549e-002
1.845000000000562e-003	-3.182775e-002
1.875000000000571e-003	-1.518763e-002
1.895000000000577e-003	-3.958886e-003
1.905000000000580e-003	1.695319e-003
1.925000000000586e-003	1.308209e-002
1.975000000000601e-003	4.209187e-002
2.025000000000617e-003	7.161202e-002
2.075000000000632e-003	1.016425e-001
2.125000000000647e-003	1.321834e-001
2.175000000000663e-003	1.632347e-001
2.225000000000678e-003	1.947964e-001
2.275000000000693e-003	2.268684e-001
2.360714285715005e-003	2.831726e-001
2.446428571429317e-003	3.396210e-001
2.532142857143629e-003	3.962138e-001
2.617857142857941e-003	4.529509e-001
2.703571428572253e-003	5.098322e-001
2.789285714286565e-003	5.668579e-001
2.875000000000877e-003	6.240278e-001
2.906428571429458e-003	6.445624e-001
2.937857142858039e-003	6.649216e-001
2.969285714286620e-003	6.851057e-001
3.000714285715201e-003	7.051144e-001
