0.000000000000000e+000	-3.037600e-001
1.642857142857597e-005	-3.210278e-001
3.285714285715194e-005	-3.357726e-001
4.928571428572791e-005	-3.479946e-001
6.571428571430388e-005	-3.576936e-001
8.214285714287984e-005	-3.648697e-001
9.857142857145582e-005	-3.695228e-001
1.150000000000317e-004	-3.716531e-001
1.250000000000348e-004	-3.725399e-001
1.350000000000379e-004	-3.728823e-001
1.450000000000409e-004	-3.727298e-001
1.550000000000440e-004	-3.721287e-001
1.650000000000471e-004	-3.711223e-001
1.750000000000501e-004	-3.697509e-001
1.850000000000532e-004	-3.680515e-001
1.950000000000562e-004	-3.660587e-001
2.050000000000593e-004	-3.638040e-001
2.150000000000624e-004	-3.613167e-001
2.250000000000654e-004	-3.586233e-001
2.350000000000685e-004	-3.557483e-001
2.450000000000716e-004	-3.527142e-001
2.550000000000746e-004	-3.495414e-001
2.650000000000777e-004	-3.462485e-001
2.750000000000807e-004	-3.428525e-001
2.850000000000838e-004	-3.393689e-001
2.950000000000869e-004	-3.358118e-001
3.050000000000899e-004	-3.321940e-001
3.150000000000930e-004	-3.285272e-001
3.250000000000961e-004	-3.248218e-001
3.350000000000991e-004	-3.210875e-001
3.450000000001022e-004	-3.173330e-001
3.550000000001052e-004	-3.135661e-001
3.650000000001083e-004	-3.097939e-001
3.750000000001114e-004	-3.060230e-001
3.950000000001175e-004	-2.985076e-001
4.150000000001236e-004	-2.910599e-001
4.350000000001297e-004	-2.837127e-001
4.550000000001359e-004	-2.764924e-001
4.750000000001420e-004	-2.694201e-001
4.950000000001481e-004	-2.625129e-001
5.150000000001542e-004	-2.557839e-001
5.350000000001604e-004	-2.492438e-001
5.550000000001665e-004	-2.429002e-001
5.750000000001726e-004	-2.367591e-001
5.950000000001787e-004	-2.308246e-001
6.150000000001848e-004	-2.250994e-001
6.350000000001910e-004	-2.195851e-001
6.550000000001971e-004	-2.142822e-001
6.750000000002032e-004	-2.091903e-001
7.050000000002124e-004	-2.019461e-001
7.350000000002216e-004	-1.951690e-001
7.650000000002308e-004	-1.888513e-001
7.950000000002400e-004	-1.829838e-001
8.250000000002492e-004	-1.775559e-001
8.450000000002553e-004	-1.741760e-001
8.550000000002583e-004	-1.725564e-001
8.750000000002645e-004	-1.694556e-001
9.050000000002736e-004	-1.651434e-001
9.350000000002828e-004	-1.612271e-001
9.650000000002920e-004	-1.576942e-001
9.950000000003012e-004	-1.545319e-001
1.019285714286023e-003	-1.522510e-001
1.043571428571745e-003	-1.501820e-001
1.067857142857467e-003	-1.483247e-001
1.092142857143188e-003	-1.466793e-001
1.116428571428910e-003	-1.452458e-001
1.140714285714632e-003	-1.440241e-001
1.165000000000353e-003	-1.430142e-001
1.195000000000362e-003	-1.420085e-001
1.225000000000372e-003	-1.412812e-001
1.245000000000378e-003	-1.409454e-001
1.265000000000384e-003	-1.407252e-001
1.275000000000387e-003	-1.406574e-001
1.285000000000390e-003	-1.406174e-001
1.295000000000393e-003	-1.406046e-001
1.305000000000396e-003	-1.406187e-001
1.315000000000399e-003	-1.406594e-001
1.335000000000405e-003	-1.408188e-001
1.355000000000411e-003	-1.410799e-001
1.385000000000421e-003	-1.416554e-001
1.415000000000430e-003	-1.424431e-001
1.449285714286155e-003	-1.436234e-001
1.483571428571879e-003	-1.450212e-001
1.517857142857604e-003	-1.466365e-001
1.552142857143329e-003	-1.484693e-001
1.586428571429054e-003	-1.505196e-001
1.620714285714779e-003	-1.527874e-001
1.655000000000503e-003	-1.552727e-001
1.692142857143372e-003	-1.581612e-001
1.729285714286240e-003	-1.612033e-001
1.766428571429109e-003	-1.643991e-001
1.803571428571977e-003	-1.677484e-001
1.840714285714846e-003	-1.712513e-001
1.877857142857715e-003	-1.749078e-001
1.915000000000583e-003	-1.787179e-001
1.953571428572023e-003	-1.827853e-001
1.992142857143464e-003	-1.869190e-001
2.030714285714904e-003	-1.911190e-001
